"fecha","mes","anio","id_serie","valor"
2005-07-01,"julio","2005",1,1285
2005-08-01,"agosto","2005",1,1316
2005-09-01,"septiembre","2005",1,1365
2005-10-01,"octubre","2005",1,1371
2005-11-01,"noviembre","2005",1,1403
2005-12-01,"diciembre","2005",1,2090
2006-01-01,"enero","2006",1,1548
2006-02-01,"febrero","2006",1,1483
2006-03-01,"marzo","2006",1,1545
2006-04-01,"abril","2006",1,1527
2006-05-01,"mayo","2006",1,1552
2006-06-01,"junio","2006",1,2238
2006-07-01,"julio","2006",1,1590
2006-08-01,"agosto","2006",1,1625
2006-09-01,"septiembre","2006",1,1649
2006-10-01,"octubre","2006",1,1655
2006-11-01,"noviembre","2006",1,1656
2006-12-01,"diciembre","2006",1,2477
2007-01-01,"enero","2007",1,1844
2007-02-01,"febrero","2007",1,1762
2007-03-01,"marzo","2007",1,1852
2007-04-01,"abril","2007",1,1828
2007-05-01,"mayo","2007",1,1853
2007-06-01,"junio","2007",1,2679
2007-07-01,"julio","2007",1,1924
2007-08-01,"agosto","2007",1,1974
2007-09-01,"septiembre","2007",1,1992
2007-10-01,"octubre","2007",1,2045
2007-11-01,"noviembre","2007",1,2046
2007-12-01,"diciembre","2007",1,3074
2008-01-01,"enero","2008",1,2299
2008-02-01,"febrero","2008",1,2241
2008-03-01,"marzo","2008",1,2309
2008-04-01,"abril","2008",1,2379
2008-05-01,"mayo","2008",1,2412
2008-06-01,"junio","2008",1,3458
2008-07-01,"julio","2008",1,2531
2008-08-01,"agosto","2008",1,2558
2008-09-01,"septiembre","2008",1,2641
2008-10-01,"octubre","2008",1,2684
2008-11-01,"noviembre","2008",1,2642
2008-12-01,"diciembre","2008",1,3995
2009-01-01,"enero","2009",1,2907
2009-02-01,"febrero","2009",1,2791
2009-03-01,"marzo","2009",1,2870
2009-04-01,"abril","2009",1,2886
2009-05-01,"mayo","2009",1,2887
2009-06-01,"junio","2009",1,4246
2009-07-01,"julio","2009",1,2991
2009-08-01,"agosto","2009",1,3027
2009-09-01,"septiembre","2009",1,3112
2009-10-01,"octubre","2009",1,3136
2009-11-01,"noviembre","2009",1,3110
2009-12-01,"diciembre","2009",1,4724
2010-01-01,"enero","2010",1,3469
2010-02-01,"febrero","2010",1,3377
2010-03-01,"marzo","2010",1,3579
2010-04-01,"abril","2010",1,3547
2010-05-01,"mayo","2010",1,3575
2010-06-01,"junio","2010",1,5323
2010-07-01,"julio","2010",1,3797
2010-08-01,"agosto","2010",1,3875
2010-09-01,"septiembre","2010",1,4014
2010-10-01,"octubre","2010",1,4056
2010-11-01,"noviembre","2010",1,4100
2010-12-01,"diciembre","2010",1,6166
2011-01-01,"enero","2011",1,4609
2011-02-01,"febrero","2011",1,4365
2011-03-01,"marzo","2011",1,4757
2011-04-01,"abril","2011",1,4633
2011-05-01,"mayo","2011",1,4862
2011-06-01,"junio","2011",1,7043
2011-07-01,"julio","2011",1,5020
2011-08-01,"agosto","2011",1,5115
2011-09-01,"septiembre","2011",1,5277
2011-10-01,"octubre","2011",1,5333
2011-11-01,"noviembre","2011",1,5403
2011-12-01,"diciembre","2011",1,8130
2012-01-01,"enero","2012",1,6028
2012-02-01,"febrero","2012",1,5825
2012-03-01,"marzo","2012",1,6145
2012-04-01,"abril","2012",1,6087
2012-05-01,"mayo","2012",1,6278
2012-06-01,"junio","2012",1,9107
2012-07-01,"julio","2012",1,6612
2012-08-01,"agosto","2012",1,6610
2012-09-01,"septiembre","2012",1,6696
2012-10-01,"octubre","2012",1,6859
2012-11-01,"noviembre","2012",1,7006
2012-12-01,"diciembre","2012",1,10426
2013-01-01,"enero","2013",1,7723
2013-02-01,"febrero","2013",1,7427
2013-03-01,"marzo","2013",1,7840
2013-04-01,"abril","2013",1,7731
2013-05-01,"mayo","2013",1,8038
2013-06-01,"junio","2013",1,11546
2013-07-01,"julio","2013",1,8365
2013-08-01,"agosto","2013",1,8291
2013-09-01,"septiembre","2013",1,8459
2013-10-01,"octubre","2013",1,8638
2013-11-01,"noviembre","2013",1,8787
2013-12-01,"diciembre","2013",1,13175
2014-01-01,"enero","2014",1,9713
2014-02-01,"febrero","2014",1,9428
2014-03-01,"marzo","2014",1,10097
2014-04-01,"abril","2014",1,10327
2014-05-01,"mayo","2014",1,10399
2014-06-01,"junio","2014",1,15007
2014-07-01,"julio","2014",1,11094
2014-08-01,"agosto","2014",1,11002
2014-09-01,"septiembre","2014",1,11383
2014-10-01,"octubre","2014",1,11735
2014-11-01,"noviembre","2014",1,11850
2014-12-01,"diciembre","2014",1,17752
2015-01-01,"enero","2015",1,13090
2015-02-01,"febrero","2015",1,12695
2015-03-01,"marzo","2015",1,13338
2015-04-01,"abril","2015",1,13093
2015-05-01,"mayo","2015",1,13455
2015-06-01,"junio","2015",1,20157
2015-07-01,"julio","2015",1,14584
2015-08-01,"agosto","2015",1,14434
2015-09-01,"septiembre","2015",1,14958
2015-10-01,"octubre","2015",1,15014
2015-11-01,"noviembre","2015",1,15304
2015-12-01,"diciembre","2015",1,23204
2016-01-01,"enero","2016",1,16866
2016-02-01,"febrero","2016",1,16779
2016-03-01,"marzo","2016",1,17576
2016-04-01,"abril","2016",1,17799
2016-05-01,"mayo","2016",1,18129
2016-06-01,"junio","2016",1,26326
2016-07-01,"julio","2016",1,19147
2016-08-01,"agosto","2016",1,19305
2016-09-01,"septiembre","2016",1,19539
2016-10-01,"octubre","2016",1,20209
2016-11-01,"noviembre","2016",1,20680
2016-12-01,"diciembre","2016",1,31182
2017-01-01,"enero","2017",1,23150
2017-02-01,"febrero","2017",1,22287
2017-03-01,"marzo","2017",1,23420
2017-04-01,"abril","2017",1,23056
2017-05-01,"mayo","2017",1,23275
2017-06-01,"junio","2017",1,34216
2017-07-01,"julio","2017",1,24881
2017-08-01,"agosto","2017",1,24912
2017-09-01,"septiembre","2017",1,25118
2017-10-01,"octubre","2017",1,25837
2017-11-01,"noviembre","2017",1,26076
2017-12-01,"diciembre","2017",1,38564
2018-01-01,"enero","2018",1,28795
2018-02-01,"febrero","2018",1,27725
2018-03-01,"marzo","2018",1,29175
2018-04-01,"abril","2018",1,29146
2018-05-01,"mayo","2018",1,29453
2018-06-01,"junio","2018",1,42512
2018-07-01,"julio","2018",1,30592
2018-08-01,"agosto","2018",1,31293
2018-09-01,"septiembre","2018",1,32035
2018-10-01,"octubre","2018",1,33587
2018-11-01,"noviembre","2018",1,35226
2018-12-01,"diciembre","2018",1,51732
2019-01-01,"enero","2019",1,39455
2019-02-01,"febrero","2019",1,38366
2019-03-01,"marzo","2019",1,41439
2019-04-01,"abril","2019",1,41134
2019-05-01,"mayo","2019",1,42462
2019-06-01,"junio","2019",1,61343
2019-07-01,"julio","2019",1,45091
2019-08-01,"agosto","2019",1,46150
2019-09-01,"septiembre","2019",1,47495
2019-10-01,"octubre","2019",1,51085
2019-11-01,"noviembre","2019",1,51308
2019-12-01,"diciembre","2019",1,76103
2020-01-01,"enero","2020",1,59175
2020-02-01,"febrero","2020",1,59860
2020-03-01,"marzo","2020",1,61897
2020-04-01,"abril","2020",1,57845
2020-05-01,"mayo","2020",1,57343
2020-06-01,"junio","2020",1,85458
2020-07-01,"julio","2020",1,60868
2020-08-01,"agosto","2020",1,61913
2020-09-01,"septiembre","2020",1,64162
2020-10-01,"octubre","2020",1,68109
2020-11-01,"noviembre","2020",1,69308
2020-12-01,"diciembre","2020",1,103375
2021-01-01,"enero","2021",1,78853
2021-02-01,"febrero","2021",1,79789
2021-03-01,"marzo","2021",1,85612
2021-04-01,"abril","2021",1,86145
2021-05-01,"mayo","2021",1,86697
2021-06-01,"junio","2021",1,127133
2021-07-01,"julio","2021",1,94461
2021-08-01,"agosto","2021",1,96664
2021-09-01,"septiembre","2021",1,99916
2021-10-01,"octubre","2021",1,104456
2021-11-01,"noviembre","2021",1,108279
2021-12-01,"diciembre","2021",1,160794
2022-01-01,"enero","2022",1,122701
2022-02-01,"febrero","2022",1,123341
2022-03-01,"marzo","2022",1,136935
2022-04-01,"abril","2022",1,138254
2022-05-01,"mayo","2022",1,144485
2022-06-01,"junio","2022",1,211727
2022-07-01,"julio","2022",1,157053
2022-08-01,"agosto","2022",1,167586
2022-09-01,"septiembre","2022",1,179439
2022-10-01,"octubre","2022",1,189112
2022-11-01,"noviembre","2022",1,203119
2022-12-01,"diciembre","2022",1,317848
2023-01-01,"enero","2023",1,240858
2023-02-01,"febrero","2023",1,248671
2023-03-01,"marzo","2023",1,274825
